6,otel i opptrukne spor fra tidligere drama der en voksen må endre tankebaner fordi han tvinges til å ta ansvar for et barn tsjekkiske «kolya» greske evigheten og en dag men selv om vi forstår hvilken vei det bærer gir fröhlich tilnærmingen mellom avdanka forfatter og forkommen guttunge masse motstand underveis noen svakheter er det i manuset mot slutten men det er lett å tilgiogså birollene fungerer fra svenske vera vitali i rollen som alenemoren som får høre av forfatteren hvor kjedelig hun er arthur berning som gir liv til en energisk ansatt på hotellkjøkkenet svein harry schøttker hauge som motvillig forlegger og lars jørgensen tror jeg han heter i en glitrende scene som forfatterens voksne forsømte sønnlegg dertil at det meste foregår i det virkelige grand hotel på karl johan slik at vi får se innsiden av tårnsuiten med rom de fleste aldri får råd til å leie seg inn i morsomthvordan komikere har klart seg i tidligere norske filmer kan du lese mer om her
1,ørst da et psykisk ødelagt offer skriker ut sitt raseri foran huset og skaper tragisk dramatikk sender vatikanet en ny mann for å ordne opp dette fører til en serie samtaler der de mer eller mindre hjernedøde katolikkene slik virker de på meg som tilskuer er filmet i irriterende slørede nærbilder mens de ler kynisk og lirer av seg forskrudde oppfatninger om egne sexerfaringerwikipedia forteller om en chilensk prest som må bo i et hjem for eldre under oppsyn av nonner men som ikke innrømmer skyld til tross for at flere vitnesbyrd om overgrep fikk ham dømt av vatikanet i 2011 referansene til virkeligheten er dessverre så få i filmen at den framstår som en overdrevent makaber skildring av liksomreligiøse personer uten menneskelighet de blir pappfigurer i en voldelig fortelling som mister enhver troverdighetsørg heller for å se spotlightanmeldelsen av spotlight finner du herles også intervjuet med en katolsk pater i stavanger om misbrukene i den katolske kirke
6, om det magiske speilet fører til utallige actionscener der jegeren chris hemsworth og bueskytteren sara jessica chastain slåss mot fiender og fæle troll det blir vinterkrig men også vandring i frodiggrønt landskap der alver og sommerfugler flagrer om kapp og ekorn og pinnsvin svinser rundtregissør cedric nicolastroyan sørger for nødvendige humørfylte hvilepauser ved at to mannlige og to kvinnelige dverger leverer rappkjeftede replikker mellom slagenefilmen plasserer seg trygt i fantasylandskapet til ringenes herre— og hobbitentrilogiene der klarer the huntsman seg riktig godt takket være flotte kostymer og bra action dataanimasjonen av de magiske handlingene fra de to dronningene er visuelt snop å kose seg medog selvfølgelig antyder fortellerstemmen at det kommer en tredje filmundertegnedes anmeldelse av frost finner du herarild abrahamsens anmeldelse av snøhvit og jegeren kan du lese herhan har også skrevet sin mening om snøhvitfilmen mirror mirrorog her
6, karakteristisk for rollefiguren men som gjennomsyrer hele serienførst og fremst et eventyroutlander har alltid vær en morsom serie og den lune humoren er som nevnt fortsatt til stede i sesong to jeg liker godt de ertende vittighetene som blir kastet omkring og de første episodene i sesong to har flere artige scener som kanskje ikke er historisk korrekte men som får meg til å trekk på smilebåndetsom for eksempel når claires nye franske venninne får seg en «brazillian» og freidig forteller at den bare huden driver mannfolk til vanvidd voksing var så vidt jeg vet ikke praksis på 1700tallet men det er ikke så nøye for selv om dette også er et historisk drama så er outlander først og frem et eventyrdet er et eventyr med rollefigurer du blir glad i som du bryr deg om hvordan det går med slik er det også i starten av andre sesong og jeg venter spent på fortsettelsensesong 1 av «outlander» kan du se i netflix og viaplay nye episoder får du hos viaplay hver søndag
1,på det åpne havet gir de to første episodene en trykkende stemning men dette er ikke nok til at jeg blir revet med av fortellingende må skjerpe segnår jorda er i ferd med å gå under så er det fullt forståelig at folk blir redde det er også forståelig at man ønsker å hjelpe andre i nød men på et visst tidspunkt må man lære at verden slik du kjenner den er borteingen i madisons familie ser ut til å forstå dette og når alle er idioter blir serien ikke bare frustrerende å se på men irriterende og nesten provoserendenår jeg sitter og håper på at flere av rollefigurene skal dø i nærmeste fremtid sånn at vi blir kvitt dem så sier det seg selv at manusforfatterne har gjort noe feillikevel så kommer jeg til å fortsette å se på fear the walking dead ventetiden til sesong 7 av the walking dead er lang og noe skal man jo drive med så får vi håpe at madison og familien får seg en real oppvekker snart«fear the walking dead» ser du hos hbo nordic nye episoder hver mandag
6, og en etterforskning følger og snart kommer skjelettene raslende ut av skapet skjønt gjør depsykologisk innsikt det er ikke mange filmer det kan sies om men «el club» er litt for subtil mellom anklager og forsvar blir det ikke helt klart hvem som har gjort hva og hvordan seeren dermed skal forholde seg til oppførselen deres det ville være til hjelp å få se knoklenemen psykologisk utviser regissør og medmanusforfatter pablo larraín stor innsikt «el club» er en interessant og ubehagelig fortelling om hva som skjer når forbrytelser dysses ned prestene kan dikte sine egne versjoner om hva som skjedde og leve i fornektelse selv når det kommer fram at de har gjort fæle ting ser de åpenbart ikke på seg selv som monstre  og noe av det mest slående ved filmen er hvor vanskelig det er helt å slippe sympatien for gamlingene som oppi alt sammen også er ensomme og sørgende men så kommer brutaliteten fram på nyalminneligheten i det forbryterske er nifs også i «el club»
1, syvende og sist er det som redder filmen fra å framstå like ubehagelig kynisk som plottoppsummeringen får den til å høres ut men som likevel ikke er nok til å få historien til å virke troverdig «grand hotel» er en film hvor ting ganske enkelt skjer fordi det står i oppskriften og hvor alle som har sett en hollywoodproduksjon vet hva som lurer bak neste sving kritisknorsk filmbransje er for tiden inne i kritisk periode hvor ingen synes å være i stand til å bedømme hva som skal til for å trekke et stort publikum til filmer laget for voksne og det er på bakgrunn av dette man må forstå «grand hotel»s brede gester og overtydelige fakter i den sammenheng er det unektelig et tankekors at fröhlich og antonsens forrige samarbeid — barnefilmen «doktor proktors tidsbadekar» — var preget av en energi og en visuell stilsikkerhet som glimrer med sitt fravær i «grand hotel» og som gjorde den til en langt mer givende filmopplevelse også for mennesker over myndighetsalder
6,k blanding av oppdragsoppdateringer og avsløringer som ikke henger på greip som fortelling men som takket være filmens konstante bevegelse og strie strøm av bisarre påfunn likevel fungerer ypperlig som underholdning en slik heseblesende collage av inntrykk og ideer er tross alt langt å foretrekke framfor de halvhjertede historiene som preger så mange samtidige actionfilmerbergogdalbanemed sin ultravoldelige trashestetikk og kreative bruk av goprokameraer er «hardcore» en åndelig oppfølger til neveldine  taylors «crank»filmer og den har også flere likhetstrekk med duoens scifisatire «gamer» og john hyams to «universal soldier»filmer det den derimot ikke har er noe budskap eller tematikk å snakke om utover sitt eget formspråk men med tanke på hvor elegant denne morsomme selvbevisste og overraskende smarte filmen kombinerer frydefull dataspillvold med samtidskunstinspirerte kostymer og installasjoner er dette formspråket mer enn nok av et statement i seg selv
1, sitt og vil gjenoppleve 20åra hun aldri fikk  men vi ser forsvinnende lite av hva denne omveltningen gjør med henne og hvorfor hun stadig utvider løgnenspenningen i serien dreier seg nesten utelukkende om liza blir avslørt som 40åring eller ikke det er større utfordringer og problemstillinger enn å bli fersket når en person velger å endre hele livet sitt og late som hun er en annen person younger burde brukt mer tid på disseder serien tydeligst faller gjennom som kvalitetsserie er på humoren det ligger mye komisk potensial i en verden der ungdommelighet er kapital men humoren er ikke treffende og avkleende  den er lun og tydelig og stort sett ufarlighva betyr irl og den om hun 40 år gamle damen som ikke viste hva en hashtag var er vitser som alle skjønner men de er ikke mye å le høyt av i frykt for å ekskludere publikum serverer younger for mange utdaterte vitser med bredt nedslagsfeltyounger har premiere mandag 2 mai kl 2200 på tv 2 livsstil og tv 2 sumo
1,ter den andre og fremstilles som tilsvarende idiotiske på hver sin måte de som tilhører den eldste gruppen er bitre kjerringer som ikke forstår seg på sosiale medier eller hva som er trendy akkurat den uka mens kvinnene i 20årene har forholdsvis oppblåste selvbilder og tilsvarende lave krav til hvordan de lar seg behandle av menn serien er på mange måter en fornærmelse mot begge grupper på en lettbeint og smått vittig måtesår stemninglangt der bak ligger det imidlertid en sår stemning som sier noe om hvor vanskelig det kan være å finne rett hylle i livet når alt man har vendt seg til blir snudd oppned med et litt krassere manus kunne den også fungert som en kritikk av en del miljøers hysteri med å holde seg yngst mulig lengst mulig dessverre innfrir serien ikke på dette området i løpet av de fire episodene som er gjort tilgjengelig for norske anmeldere men det går jo an å håpe at de sjablongaktige karakterene får noen flere nyanser lenger utover i sesongen
6,p wimbledon fc seriens skarpaste sløve knivar – biroller frå kjende andlet som dukkar opp undervegs er av både den sterke og den svake sortenresultatet er litt som princess bride i tvserieformat – berre færre monster og popkulturelle referansar og desto fleire songar tidvis er serien skamlaust likbar men det spørst om det ikkje var litt for få gode idear for ein heil sesong i filmformat eller for den del på scena ser eg for meg at dette hadde blitt tilstrekkeleg rappkjefta for lengdaallereie før serien kjem til norske skjermar har den etter litt krangling med originalkanal abc gjort seg ferdig med ein andresesong sjølv der klarar dei å vere ettertrykkeleg sjølvironiserande – andre sesongs første episode heiter a new season aka suck it cancellation bear og sentralt er kylie minogue med nylåten off with his shirt nokre spoilers for førstesesong i videoen retta mot gary galavant sjølvdå er liksom lista lagtgalavant er tilgjengeleg på viaplay frå sundag 15 mai
6, hvert glir over i kjærlighet skildres i flere vakre scener der woody allen utviser god smak og fortellerevnesenere i filmen er det mange andre figurer som introduseres og tar fokuset i større eller mindre grad og det er litt synd at ikke bobby og vonnie vies mer oppmerksomhet ikke alle bifigurene virker like interessante eller nødvendige som noen av bobbys søsken og detaljer fra deres livcafé society er en fin film for woody allenfans formessig ligner den mye på ting han har gjort bedre før det er ikke ofte allen overrasker med nye sprell han holder seg til det han kan som kanskje er det som gjør ham i stand til å levere én ny film hvert eneste årkanskje er dette det beste man kan forvente fra en snart 81 år gammel manusforfatter og regissør en ny hærskare av tilhengere får han nok ikke med denne filmen men café society holder en kvalitet som er godt over middelsfilmen vises utenfor konkurransen på filmfestivalen i cannes norsk premieredato blir i oktober
6,opp under filmens religiøse spørsmålfilmens anslag som viser hvordan flaskeposten havnet i sjøen er av det gyselig gode slaget og det er flere steder i filmen hvor det smått groteske både fenger og forferdermen det gjennomgående ubehaget uteblir det ligger et «psykologisk thriller»element i historien som filmen ikke klarer å ta i bruk mye fordi seriemorderen aldri blir mer enn en fysisk trusselpål sverre hagen har noen umiddelbare kvaliteter som gjør det lett å kombinere hyggelig fyr med farlig under overflaten og gjør innledningsvis god bruk av den dualiteten her men hans galskap som avdekkes utover i filmen mangler kompleksiteten og følsomheten til å oppleves som truende og troverdig han har mer til felles med superskurken i et superheltunivers fullt utstyrt med med kårny latter og merkelige ticsdet gjør at flaskepost fra p passer godt til popkornet men filmen klarer ikke utnytte sitt religiøse bakteppe til å bli en virkelig intens og tankekriblende krim
6,e velkledd nordmann med stavangerdialekt begrepet «ulv i fåreklær» kan stemples på pål sverre hagen som bak et sjarmerende åleglatt ytre skjuler en psykopat med djevelsk karakter djevelsk godt spilt med ørsmå detaljer i stemme og blikk formidler hagen mannens tanker og handlinger på en rystende troverdig måtehan er en real match for duoen lie kaas mørck og fares assad selv om lie kaas rolle som den tilknappede biske mørck fremdeles har et stenk av klisjepreg over segmoland bruker den danske naturen med effektiv tyngde han dveler ved sjel sinn og solid action i en miks som i vesentlig grad fungerer godt tro  og mangel på sådan  er et element som dveles ved i ulike settingerdet speiles gjennom de strenge religiøse samfunn gjennom samtalene mellom muslimen assad og hans ikketroende kollega mørck og gradvis gjennom den grufulle forklaring på gjerningsmannens handlingerdet er spenning og tett ubehag som ulmer og til slutt eksploderer i denne vellaget thrilleren
1,for innhold i dataspillets hypnotiserende ´ monotoni fuglesamfunnet har strøk av satire og red og vennene hans har fått tydelige og overraskende skarpe personligheter særlig den hyperaktive chuck lyser utilpasshet og omsorgsbehov på fjorten måter han er en levende gul klump i den ellers sandblåste jungelen det er oppfinnsomme glimt av visuelt vidd som stryker lynfort forbi for den som har lyst til å fange dem opp dollartegnmen «angry birds» er ellers malstyrt og forutsigbar tempoet er oppskrudd og manisk men fortellingen føles likevel som om den går for sakte snarere enn for fort de forskjellige kapitlene bruker altfor lang tid på å komme til banale innsikter igjen virker det som om produsentene har fått dollartegn i øynene over at det i det hele tatt finnes et etablert univers de kan melke snarere enn noe lyst eller behov for å fortelle en historie det er hyggelig at det likevel finnes kvaliteter men de virker mest som de er der av uhell og ubetenksomhet 
6,r ment å være noe nærgående portrett savner jeg en sterkere tilstedeværelse hos rollefiguren i siste halvdelen han er ikke godt nok utviklet til å holde hele distansen allens karakteristiske  onelinere  sitter heller ikke så godt som de pleier og hans egen voiceover i filmen er overraskende tafatt og da hjelper det ikke med en kamerakjøring hver gang vi hører allens stemmenå har den kommet på kino ogsåikke på høydensom vanlig har allen kunnet plukke skuespillere fra øverste hylle og både eisenberg og stewart gjør en utmerket innsats eisenberg har denne nevrotiske energien vi forbinder med en typisk allenkarakter og i samspillet med stewart får han frem fine komiske nyanser det er ikke hans skyld at rollefiguren har enkelte mangler både carell og stewart er i en fase av karrièren der de holder på å omdefinere sitt image som skuespillere og deres roller her bare befester inntrykket av at de har lykkes med det det er bare allen selv som ikke er helt på høyden
6,tell men har helt andre utfordringer enn fusi og den vennlige kjempen finner stor glede i å hjelpe sin nye venninnefusi er en heltefigur som det er lett å kjenne seg igjen i han som tviholder på gutterommet og aldri slipper barndommens helter og gledermen også hans personlighet irritasjonen over at andre blander seg viljen til å glede andre skuffelsen når gode gjerninger ikke blir møtt som vi håperet smart og poetisk filmspråkregissør dagur kári og fotograf rasmus videbæk forteller historien til fusi med et smart og tidvis poetisk filmspråk når det går et lys opp for fusi sørger de for at det faktisk er en gatelysrefleksjon som tennes over hodet hansde plukker stemningsfylte motiv og bygger scener som er rike på gode observasjoner vittige replikker og snedige karaktererog når det hele kommer sammen er det utrolig vakkertdet er en scene som inneholder en radio dj en pickup og en samtale om dolly parton som er noe av det skjønneste jeg har sett på kino i år 
1,rds og få tre stjerner – mest sannsynlegvis nokon som busspendlar frå jobb og er lei av facebooki lånte fjørmanusforfattar jon votti har ei forhistorie som simpsons og the larry sanders showforfattar før han i staden har byrja å skrive alvin og gjengenfilmar og liknande kva skjedde– folkens vi droppar klisjeane eller kva seier red på eit punkt i filmenhadde det berre vore så vel stort sett er dette ei sjekkliste over «hendingar i barnefilm» med foreldrelaus hovudperson overvinning av konfliktar tap og gjenvinning av trua og så vidare ei slowmotionscene verkar så lånt frå xmen days of future past at ein nesten må tru at det er meint som parodiforresten at ingen fuglar kan flyge i dette universet – utan spretterthjelp sjølvsagt – vert aldri forklart kan hende er det eit sånt mysterium som blir undersøkt djupare i ein oppfølgjar men av ein eller anna grunn så tvilar eg sjølv om det openbart blir lagt opp til ein oppfølgjarden er det berre du som kan forhindre
6,er i den økonomiske situasjonen der store selskaper opererer i gråsoner uten klare regelverkmilliardærer profiterer kynisk på småfolk jeg kunne ønsket en litt klarere etablering av de bakenforliggende faktorene i denne historien men jodie foster har åpenbart valgt å holde det til et minimum kanskje for ikke å risikere å kjede noen med tørre fakta hun har først og fremst laget en underholdningsfilm med seriøse undertonermoney monster har en konklusjon som er smertelig sann vi registrerer hendelser og rister dem av oss veldig kjaptnoen av hovedfigurene virker heller ikke å ha blitt særlig påvirket av det som har skjedd vi får følelsen av at det er business as usual når man skulle tro at sannhetene som har kommet for en dag ville forårsaket større forandringer men money monster er en fin thriller med godt skuespill et aktuelt tema og stram og effektiv regi av jodie fostermoney monster vises utenfor konkurransen på filmfestivalen i cannes norgespremiere 3 juni
1, et sinnemestringskurs der møter han andre sinnatagger chuck bomba og terence men hvorfor er de så sintefilmens morsomste og satirisk beste del er når sinnataggene lærer seg å mestre raseriet med diktskriving yoga og kunstmalingmen så får øya besøk utenfra grisen leonard og hans stab stiger i land og besnærer fuglene med smisk og billige underholdningstriks bare red er skeptisk til grisenes hensikterkaotiske animasjonsklisjeerherfra går angry birds filmen fra å være en småfrekk komisksatirisk kosefilm som fungerer like godt for voksne som for barn til heseblesende action og krigføring det blir tydelig at her har noen villet by på for mye på en gang for å tekkes flest mulig og samtidig legge seg for tett opp til både humoren og spenningen fra serier som rio og madagascar for det er ikke noe vi ikke har sett og hørt før i kaoset som følgerog hva skjedde egentlig med dette sjarmerende og interessante sinnet på veienbasert på 2d med engelsk tale og norsk tekst
6,e seg over fusi fordi han ikke fyller omgivelsenes idealer for et vellykket voksenliv regissøren lykkes svært godt i å framstille noen ekle mobbescener satt i stand av kollegaer blant bagasjelemperne jeg krymper meg ved synet men måten fusi takler behandlingen på står det respekt avto skadeskutte fugleret linedancekurs setter i gang en ny bevegelse i fusis liv og vi skjønner fort hvor det bærer hen da den noe yngre sjöfn tar kontakt men ikke hvordan det rørende er med hvilken oppfinnsomhet den sjenerte må jobbe beinhardt for å vinne hennes gunst og fylle de behov både han og hun savner for også hun er en skadeskutt fuglmang en film har skildret taperens kamp for å komme inn i et fellesskap og et forhold men løsningen skjer ofte etter en hollywoodsk formel regissør dagur kári avstår fra den opptrukne vei og ender i en åpen slutt slik tar han på alvor at livet slett ikke alltid er en lek og gir oss en rørende vri på den solstadske tittel genanse og verdighet
6,japt politibil rett foran tog eller tar lettvinte snarveier som da skurken forkler seg og slår til på et sykehusbli en djeveli det ytterst voldelige sluttoppgjøret får johannes anledning til å begrunne sine ugjerninger her fungerer det slett ikke verst hvordan han drøfter guds fravær i møtet med det onde hvis vår herre ikke hører et barns fortvilte rop om hjelp kan man like gjerne bli en djevel og hevne seg er hans infame syke logikkmoland benytter noen slående visuelle kontraster som gjør seg godt en dåpsscene med full neddykking i starten satt opp mot en vond drukningsscene i slutten sektmedlemmet som skydde muslimen i begynnelsen endrer syn etter hvert det er en fin detaljog – den skjelvende etterforskeren åpner for at det finnes en mening likevel med det arbeidet han selv gjør som politimann dermed får man noe å gruble videre på etter at selve kriminalgåten er løst braher finner du anmeldelsen av første film om avdeling qog her er nummer 2filmen omtalt
6,e er ute etter medlidenhet men rettferdighetvi ser fortvilelsen tydelig i øyne og ansiktsuttrykk når systemet har trykket ham et hakk for langt ned det er en sterk og bevegende rolletolkning som matches fortreffelig av hayley squires som katie en ung sterk og stolt kvinne som drives stadig nedover av mangelen på hjelp en scene i en matbank et doneringssenter med matvarer er spesielt sterkt spilt av squiresnewcastle er byen historien foregår i og det er skitne bakgatene som er loach sin arena mennesket mot systemet er altså filmens agenda og ken loach regisserer paul lavertys manus som bitende sosialrealismedet er vanskelig å vite hvor tett til virkeligheten historien ligger men det føles i hvert fall svært ekte og troverdig det kan nok innvendes at ken loach er litt for ivrig med å skildre akkurat hvor menneskefiendtlig det britiske velferdssystemet er men jeg daniel blake er en god film med flott skuespill og en sterk historie til ettertanke og refleksjon
1, bismaken garantert ikke men i en tid da ordet «flyktningkrise» er å høre på nyhetene hver dag og en mulig kommende amerikansk president vil bygge en mur mot sine naboer er den ganske ubehagelig likeveldette uheldige poenget til side hovedproblemet er at filmen er pratete og frenetisk full av en energi som ikke finner et utløp i selve historien den er det veldig lite av«angry birds filmen» er full av «gags» men ingen av dem er særlig gøyale den er som så mange moderne animasjonsfilmer full av artig årgangspopmusikk men det er ikke så veldig ålreit å få scorpions’«rock you like a hurricane» på hjernenalle som har spilt spillet vet at det bare er én mulig finale et gigantisk slag der fugler slynger seg selv som små fjærbomber mot griselandsbyen det kommer og flott animert er det men det varer i nesten 40 minutter«boken var bedre» het det seg i gamle dager «smarttelefonspillet for ios android symbian og windows var bedre» kan vi slå fast nåmorten ståle nilsen
6,når kontakt med faren don pietro som beveger seg hvileløst under politiets radar skildringen av forholdet mellom don pietro og genny var vondt og dyptpløyende i første sesong men det vi ser i sesong 2 er familiedrama på et enda høyere nivåscenene dem mellom i dekkleilighet på kafé og på rømmen er et amalgam av maktkamp hat kjærlighet og uforløst aggresjon pappa pietro stoler ikke på sin glamourglade sønn som på sin side har et undertrykt behov for å overbevise sin far – legenden mafiasjefen – om at han er rett mann til å ta over familiebedriften den siste scenen dem mellom er hjerteskjærende og setter perfekt opp fortsettelsen av sesongensetter søreuropa på tvkartetdet franske politiske dramaet marseille skuffet voldsomt da netflix lanserte det forrige uke men med gomorrah setter serieskaperne for alvor søreuropa på kartet etter de to første episodene å dømme kan vi fort ha med årets beste serie å gjøreanmeldelsen er basert på sesongens to første episoder 
